plz;stadt
97511;Lülsfeld
97513;Michelau im Steigerwald
97514;Oberaurach
97516;Oberschwarzach
97517;Rannungen
97519;Riedbach
97520;Röthlein
97522;Sand am Main
97523;Schwanfeld
97525;Schwebheim
97526;Sennfeld
97528;Sulzdorf an der Lederhecke
97529;Sulzheim
97531;Theres
97532;Üchtelhausen
97534;Waigolshausen
97535;Wasserlosen
97537;Wipfeld
97539;Wonfurt
97616;Salz
97618;Unsleben
97631;Bad Königshofen im Grabfeld
97633;Saal an der Saale
97638;Mellrichstadt
97640;Hendungen
97645;Ostheim vor der Rhön
97647;Sondheim vor der Rhön
97650;Fladungen
97653;Bischofsheim an der Rhön
97654;Bastheim
97656;Oberelsbach
97657;Sandberg
97659;Schönau an der Brend
97688;Bad Kissingen
97702;Münnerstadt
97705;Burkardroth
97708;Bad Bocklet
97711;Maßbach
97714;Oerlenbach
97717;Sulzthal
97720;Nüdlingen
97723;Oberthulba
97724;Burglauer
97725;Elfershausen
97727;Fuchsstadt
97729;Ramsthal
97737;Gemünden am Main
97753;Karlstadt
97762;Hammelburg
97769;Bad Brückenau
97772;Wildflecken
97773;Aura im Sinngrund
97775;Burgsinn
97776;Eußenheim
97778;Fellen
97779;Geroda
97780;Gössenheim
97782;Gräfendorf
97783;Karsbach
97785;Mittelsinn
97786;Motten
97788;Neuendorf
97789;Oberleichtersbach
97791;Obersinn
97792;Riedenberg
97794;Rieneck
97795;Schondra
97797;Wartmannsroth
97799;Zeitlofs
97816;Lohr am Main
97828;Marktheidenfeld
97833;Frammersbach
97834;Birkenfeld
97836;Bischbrunn
97837;Erlenbach bei Marktheidenfeld
97839;Esselbach
97840;Hafenlohr
97842;Karbach
97843;Neuhütten
97845;Neustadt am Main
97846;Partenstein
97848;Rechtenbach
97849;Roden
97851;Rothenfels
97852;Schollbrunn
97854;Steinfeld
97855;Triefenstein
97857;Urspringen
97859;Wiesthal
97892;Kreuzwertheim
97901;Altenbuch
97903;Collenberg
97904;Dorfprozelten
97906;Faulbach
97907;Hasloch
97909;Stadtprozelten
82297;Steindorf
86150;Augsburg
86152;Augsburg
86153;Augsburg
86154;Augsburg
86156;Augsburg
86157;Augsburg
86159;Augsburg
86161;Augsburg
86163;Augsburg
86165;Augsburg
86167;Augsburg
86169;Augsburg
86179;Augsburg
86199;Augsburg
86316;Friedberg
86343;Königsbrunn
86356;Neusäß
86368;Gersthofen
86381;Krumbach
86391;Stadtbergen
86399;Bobingen
86405;Meitingen
86415;Mering
86420;Diedorf
86424;Dinkelscherben
86438;Kissing
86441;Zusmarshausen
86444;Affing
86447;Todtenweis
86450;Altenmünster
86453;Dasing
86456;Gablingen
86459;Gessertshausen
86462;Langweid am Lech
86465;Heretsried
86470;Thannhausen
86473;Ziemetshausen
86476;Neuburg an der Kammel
86477;Adelsried
86479;Aichen
86480;Aletshausen
86482;Aystetten
86483;Balzhausen
86485;Biberbach
86486;Bonstetten
86488;Breitenthal
86489;Deisenhausen
86491;Ebershausen
86494;Emersacker
86495;Eurasburg
86497;Horgau
86498;Kettershausen
86500;Kutzenhausen
86502;Laugna
86504;Merching
86505;Münsterhausen
86507;Kleinaitingen
86508;Rehling
86510;Ried
86511;Schmiechen
86513;Ursberg
86514;Ustersbach
86517;Wehringen
86519;Wiesenbach
86551;Aichach
86554;Pöttmes
86556;Kühbach
86559;Adelzhausen
86568;Hollenbach
86570;Inchenhofen
86573;Obergriesbach
86574;Petersdorf
86576;Schiltberg
86577;Sielenbach
86609;Donauwörth
86637;Wertingen
86641;Rain
86647;Buttenwiesen
86650;Wemding
86653;Monheim
86655;Harburg
86657;Bissingen
86660;Tapfheim
86663;Asbach-Bäumenheim
86672;Thierhaupten
86674;Baar
86675;Buchdorf
86678;Ehingen
86679;Ellgau
86681;Fünfstetten
86682;Genderkingen
86684;Holzheim
86685;Huisheim
86687;Kaisheim
86688;Marxheim
86690;Mertingen
86692;Münster
86694;Niederschönenfeld
86695;Allmannshofen
86698;Oberndorf am Lech
86700;Otting
86703;Rögling
86704;Tagmersheim
86707;Westendorf
86709;Wolferstadt
86720;Nördlingen
86732;Oettingen in Bayern
86733;Alerheim
86735;Forheim
86736;Auhausen
86738;Deiningen
86739;Ederheim
86741;Ehingen am Ries
86742;Fremdingen
86744;Hainsfarth
86745;Hohenaltheim
86747;Maihingen
86748;Marktoffingen
86750;Megesheim
86751;Mönchsdeggingen
86753;Möttingen
86754;Munningen
86756;Reimlingen
86757;Wallerstein
86759;Wechingen
86807;Buchloe
86825;Bad Wörishofen
86830;Schwabmünchen
86833;Ettringen
86842;Türkheim
86845;Großaitingen
86850;Fischach
86853;Langerringen
86854;Amberg
86856;Hiltenfingen
86860;Jengen
86862;Lamerdingen
86863;Langenneufnach
86865;Markt Wald
86866;Mickhausen
86868;Mittelneufnach
86869;Oberostendorf
86871;Rammingen
86872;Scherstetten
86874;Tussenhausen
86875;Waal
86877;Walkertshofen
86879;Wiedergeltingen
86983;Lechbruck
87435;Kempten
87437;Kempten
87439;Kempten
87448;Waltenhofen
87452;Altusried
87459;Pfronten
87463;Dietmannsried
87466;Oy-Mittelberg
87471;Durach
87474;Buchenberg
87477;Sulzberg
87480;Weitnau
87484;Nesselwang
87487;Wiggensbach
87488;Betzigau
87490;Haldenwang
87493;Lauben
87494;Rückholz
87496;Untrasried
87497;Wertach
87499;Wildpoldsried
87509;Immenstadt im Allgäu
87527;Ofterschwang
87534;Oberstaufen
87538;Obermaiselstein
87541;Bad Hindelang
87544;Blaichach
87545;Burgberg im Allgäu
87547;Missen-Wilhams
87549;Rettenberg
87561;Oberstdorf
87600;Kaufbeuren
87616;Marktoberdorf
87629;Füssen
87634;Obergünzburg
87637;Seeg
87640;Biessenhofen
87642;Halblech
87645;Schwangau
87647;Kraftisried
87648;Aitrang
87650;Baisweil
87651;Bidingen
87653;Eggenthal
87654;Friesenried
87656;Germaringen
87657;Görisried
87659;Hopferau
87660;Irsee
87662;Kaltental
87663;Lengenwang
87665;Mauerstetten
87666;Pforzen
87668;Rieden
87669;Rieden am Forggensee
87671;Ronsberg
87672;Roßhaupten
87674;Ruderatshofen
87675;Rettenbach am Auerberg
87677;Stöttwang
87679;Westendorf
87700;Memmingen
87719;Mindelheim
87724;Ottobeuren
87727;Babenhausen
87730;Bad Grönenbach
87733;Markt Rettenbach
87734;Benningen
87736;Böhen
87737;Boos
87739;Breitenbrunn
87740;Buxheim
87742;Apfeltrach
87743;Egg an der Günz
87745;Eppishausen
87746;Erkheim
87748;Fellheim
87749;Hawangen
87751;Heimertingen
87752;Holzgünz
87754;Kammlach
87755;Kirchhaslach
87757;Kirchheim in Schwaben
87758;Kronburg
87760;Lachen
87761;Lauben
87763;Lautrach
87764;Legau
87766;Memmingerberg
87767;Niederrieden
87769;Oberrieden
87770;Oberschönegg
87772;Pfaffenhausen
87773;Pleß
87775;Salgen
87776;Sontheim
87778;Stetten
87779;Trunkelsberg
87781;Ungerhausen
87782;Unteregg
87784;Westerheim
87785;Winterrieden
87787;Wolfertschwenden
87789;Woringen
88131;Bodolz
88138;Sigmarszell
88142;Wasserburg (Bodensee)
88145;Hergatz
88149;Nonnenhorn
88161;Lindenberg im Allgäu
88167;Maierhöfen
88171;Weiler-Simmerberg
88175;Scheidegg
88178;Heimenkirch
88179;Oberreute
89231;Neu-Ulm
89233;Neu-Ulm
89250;Senden
89257;Illertissen
89264;Weißenhorn
89269;Vöhringen
89275;Elchingen
89278;Nersingen
89281;Altenstadt
89284;Pfaffenhofen an der Roth
89287;Bellenberg
89290;Buch
89291;Holzheim
89293;Kellmünz
89294;Oberroth
89296;Osterberg
89297;Roggenburg
89299;Unterroth
89312;Günzburg
89331;Burgau
89335;Ichenhausen
89340;Leipheim
89343;Jettingen-Scheppach
89344;Aislingen
89346;Bibertal
89347;Bubesheim
89349;Burtenbach
89350;Dürrlauingen
89352;Ellzee
89353;Glött
89355;Gundremmingen
89356;Haldenwang
89358;Kammeltal
89359;Kötz
89361;Landensberg
89362;Offingen
89364;Rettenbach
89365;Röfingen
89367;Waldstetten
89368;Winterbach
89407;Dillingen an der Donau
89415;Lauingen (Donau)
89420;Höchstädt an der Donau
89423;Gundelfingen an der Donau
89426;Wittislingen
89428;Syrgenstein
89429;Bachhagel
89431;Bächingen an der Brenz
89432;Binswangen
89434;Blindheim
89435;Finningen
89437;Haunsheim
89438;Holzheim
89440;Lutzingen
89441;Medlingen
89443;Schwenningen
89444;Villenbach
89446;Ziertheim
89447;Zöschingen
89449;Zusamaltheim
27568;Bremerhaven
27570;Bremerhaven
27572;Bremerhaven
27574;Bremerhaven
27576;Bremerhaven
27578;Bremerhaven
27580;Bremerhaven
28195;Bremen
28197;Bremen
28199;Bremen
28201;Bremen
28203;Bremen
28205;Bremen
28207;Bremen
28209;Bremen
28211;Bremen
28213;Bremen
28215;Bremen
28217;Bremen
28219;Bremen
28237;Bremen
28239;Bremen
28259;Bremen
28277;Bremen
28279;Bremen
28307;Bremen
28309;Bremen
28325;Bremen
28327;Bremen
28329;Bremen
28335;Bremen
28355;Bremen
28357;Bremen
28359;Bremen
28717;Bremen
28719;Bremen
28755;Bremen
28757;Bremen
28759;Bremen
28777;Bremen
28779;Bremen
35510;Butzbach
35516;Münzenberg
35519;Rockenberg
36381;Schlüchtern
36391;Sinntal
36396;Steinau an der Straße
55246;Mainz-Kostheim
55252;Mainz-Kastel
60306;Frankfurt am Main
60308;Frankfurt am Main
60310;Frankfurt am Main
60311;Frankfurt am Main
60313;Frankfurt am Main
60314;Frankfurt am Main
60316;Frankfurt am Main
60318;Frankfurt am Main
60320;Frankfurt am Main
60322;Frankfurt am Main
60323;Frankfurt am Main
60325;Frankfurt am Main
60326;Frankfurt am Main
60327;Frankfurt am Main
60329;Frankfurt am Main
60385;Frankfurt am Main
60386;Frankfurt am Main
60388;Frankfurt am Main
60389;Frankfurt am Main
60431;Frankfurt am Main
60433;Frankfurt am Main
60435;Frankfurt am Main
60437;Frankfurt am Main
60438;Frankfurt am Main
60439;Frankfurt am Main
60486;Frankfurt am Main
60487;Frankfurt am Main
60488;Frankfurt am Main
60489;Frankfurt am Main
60528;Frankfurt am Main
60529;Frankfurt am Main
60549;Frankfurt am Main
60594;Frankfurt am Main
60596;Frankfurt am Main
60598;Frankfurt am Main
60599;Frankfurt am Main
61118;Bad Vilbel
61130;Nidderau
61137;Schöneck
61138;Niederdorfelden
61169;Friedberg
61184;Karben
61191;Rosbach vor der Höhe
61194;Niddatal
61197;Florstadt
61200;Wölfersheim
61203;Reichelsheim
61206;Wöllstadt
61209;Echzell
61231;Bad Nauheim
61239;Ober-Mörlen
61250;Usingen
61267;Neu-Anspach
61273;Wehrheim
61276;Weilrod
61279;Grävenwiesbach
61348;Bad Homburg vor der Höhe
61350;Bad Homburg vor der Höhe
61352;Bad Homburg vor der Höhe
61381;Friedrichsdorf
61389;Schmitten
61440;Oberursel
61449;Steinbach (Taunus)
61462;Königstein im Taunus
61476;Kronberg im Taunus
61479;Glashütten
63065;Offenbach
63067;Offenbach
63069;Offenbach
63071;Offenbach
63073;Offenbach
63075;Offenbach
63110;Rodgau
63128;Dietzenbach
63150;Heusenstamm
63165;Mühlheim
63179;Obertshausen
63225;Langen
63263;Neu-Isenburg
63303;Dreieich
63322;Rödermark
63329;Egelsbach
63405;Hanau
63450;Hanau
63452;Hanau
63454;Hanau
63456;Hanau
63457;Hanau
63477;Maintal
63486;Bruchköbel
63500;Seligenstadt
63505;Langenselbold
63512;Hainburg
63517;Rodenbach
63526;Erlensee
63533;Mainhausen
63538;Großkrotzenburg
63543;Neuberg
63546;Hammersbach
63549;Ronneburg
63571;Gelnhausen
63579;Freigericht
63584;Gründau
63589;Linsengericht
63594;Hasselroth
63599;Biebergemünd
63607;Wächtersbach
63619;Bad Orb
63628;Bad Soden-Salmünster
63633;Birstein
63636;Brachttal
63637;Jossgrund
63639;Flörsbachtal
63654;Büdingen
63667;Nidda
63674;Altenstadt
63683;Ortenberg
63688;Gedern
63691;Ranstadt
63694;Limeshain
63695;Glauburg
63697;Hirzenhain
63699;Kefenrod
64283;Darmstadt
64285;Darmstadt
64287;Darmstadt
64289;Darmstadt
64291;Darmstadt
64293;Darmstadt
64295;Darmstadt
64297;Darmstadt
64319;Pfungstadt
64331;Weiterstadt
64342;Seeheim-Jugenheim
64347;Griesheim
64354;Reinheim
64367;Mühltal
64372;Ober-Ramstadt
64380;Roßdorf
64385;Reichelsheim
64390;Erzhausen
64395;Brensbach
64397;Modautal
64401;Groß-Bieberau
64404;Bickenbach
64405;Fischbachtal
64407;Fränkisch-Crumbach
64409;Messel
64521;Groß-Gerau
64546;Mörfelden-Walldorf
64560;Riedstadt
64569;Nauheim
64572;Büttelborn
64579;Gernsheim
64584;Biebesheim am Rhein
64589;Stockstadt am Rhein
64625;Bensheim
64646;Heppenheim (Bergstraße)
64653;Lorsch
64658;Fürth
64665;Alsbach-Hähnlein
64668;Rimbach
64673;Zwingenberg
64678;Lindenfels
64683;Einhausen
64686;Lautertal
64689;Grasellenbach
64711;Erbach
64720;Michelstadt
64732;Bad König
64739;Höchst im Odenwald
64743;Beerfelden
64747;Breuberg
64750;Lützelbach
64753;Brombachtal
64754;Hesseneck
64756;Mossautal
64757;Rothenberg
64807;Dieburg
64823;Groß-Umstadt
64832;Babenhausen
64839;Münster
64846;Groß-Zimmern
64850;Schaafheim
64853;Otzberg
64859;Eppertshausen
65183;Wiesbaden
65185;Wiesbaden
65187;Wiesbaden
65189;Wiesbaden
65191;Wiesbaden
65193;Wiesbaden
65195;Wiesbaden
65197;Wiesbaden
65199;Wiesbaden
65201;Wiesbaden
65203;Wiesbaden
65205;Wiesbaden
65207;Wiesbaden
65219;Taunusstein
65220;Taunusstein
65221;Taunusstein
65222;Taunusstein
65223;Taunusstein
65224;Taunusstein
65232;Taunusstein
65239;Hochheim am Main
65307;Bad Schwalbach
65321;Heidenrod
65326;Aarbergen
65329;Hohenstein
65343;Eltville am Rhein
65344;Eltville am Rhein
65345;Eltville am Rhein
65346;Eltville am Rhein
65347;Eltville am Rhein
65366;Geisenheim
65375;Oestrich-Winkel
65385;Rüdesheim am Rhein
65388;Schlangenbad
65391;Lorch
65396;Walluf
65399;Kiedrich
65428;Rüsselsheim
65439;Flörsheim
65451;Kelsterbach
65462;Ginsheim-Gustavsburg
65468;Trebur
65474;Bischofsheim
65479;Raunheim
65510;Idstein
65527;Niedernhausen
65529;Waldems
65719;Hofheim am Taunus
65760;Eschborn
65779;Kelkheim (Taunus)
65795;Hattersheim
65812;Bad Soden am Taunus
65817;Eppstein
65824;Schwalbach am Taunus
65830;Kriftel
65835;Liederbach am Taunus
65843;Sulzbach
65929;Frankfurt am Main
65931;Frankfurt am Main
65933;Frankfurt am Main
65934;Frankfurt am Main
65936;Frankfurt am Main
68519;Viernheim
68623;Lampertheim
68642;Bürstadt
68647;Biblis
68649;Groß-Rohrheim
69239;Neckarsteinach
69483;Wald-Michelbach
69488;Birkenau
69509;Mörlenbach
69517;Gorxheimertal
69518;Abtsteinach
35037;Marburg
35039;Marburg
35041;Marburg
35043;Marburg
35075;Gladenbach
35080;Bad Endbach
35083;Wetter
35085;Ebsdorfergrund
35091;Cölbe
35094;Lahntal
35096;Weimar
35102;Lohra
35112;Fronhausen
35117;Münchhausen
35216;Biedenkopf
35232;Dautphetal
35236;Breidenbach
35239;Steffenberg
35260;Stadtallendorf
35274;Kirchhain
35279;Neustadt (Hessen)
35282;Rauschenberg
35287;Amöneburg
35288;Wohratal
35305;Grünberg
35315;Homberg (Ohm)
35321;Laubach
35325;Mücke
35327;Ulrichstein
35329;Gemünden (Felda)
35390;Gießen
35392;Gießen
35394;Gießen
35396;Gießen
35398;Gießen
35410;Hungen
35415;Pohlheim
35418;Buseck
35423;Lich
35428;Langgöns
35435;Wettenberg
35440;Linden
35444;Biebertal
35447;Reiskirchen
35452;Heuchelheim
35457;Lollar
35460;Staufenberg
35463;Fernwald
35466;Rabenau
35469;Allendorf (Lumda)
35576;Wetzlar
35578;Wetzlar
35579;Wetzlar
35580;Wetzlar
35581;Wetzlar
35582;Wetzlar
35583;Wetzlar
35584;Wetzlar
35585;Wetzlar
35586;Wetzlar
35606;Solms
35614;Aßlar
35619;Braunfels Neukirchen
35625;Hüttenberg
35630;Ehringshausen
35633;Lahnau
35638;Leun
35641;Schöffengrund
35644;Hohenahr
35647;Waldsolms
35649;Bischoffen
35683;Dillenburg
35684;Dillenburg
35685;Dillenburg
35686;Dillenburg
35687;Dillenburg
35688;Dillenburg
35689;Dillenburg
35690;Dillenburg
35708;Haiger
35713;Eschenburg
35716;Dietzhölztal
35719;Angelburg
35745;Herborn
35753;Greifenstein
35756;Mittenaar
35759;Driedorf
35764;Sinn
35767;Breitscheid
35768;Siegbach
35781;Weilburg
35789;Weilmünster
35792;Löhnberg
35794;Mengerskirchen
35796;Weinbach
35799;Merenberg
36110;Schlitz
36304;Alsfeld
36318;Schwalmtal
36320;Kirtorf
36323;Grebenau
36325;Feldatal
36326;Antrifttal
36329;Romrod
36341;Lauterbach
36355;Grebenhain
36358;Herbstein
36367;Wartenberg
36369;Lautertal
36399;Freiensteinau
63679;Schotten
65520;Bad Camberg
65549;Limburg an der Lahn
65550;Limburg an der Lahn
65551;Limburg an der Lahn
65552;Limburg an der Lahn
65553;Limburg an der Lahn
65554;Limburg an der Lahn
65555;Limburg an der Lahn
65556;Limburg an der Lahn
65589;Hadamar
65594;Runkel
65597;Hünfelden
65599;Dornburg
65604;Elz
65606;Villmar
65611;Brechen
65614;Beselich
65618;Selters (Taunus)
65620;Waldbrunn (Westerwald)
65627;Elbtal
34117;Kassel
34119;Kassel
34121;Kassel
34123;Kassel
34125;Kassel
34127;Kassel
34128;Kassel
34130;Kassel
34131;Kassel
34132;Kassel
34134;Kassel
34212;Melsungen
34225;Baunatal
34233;Fuldatal
34246;Vellmar
34253;Lohfelden
34260;Kaufungen
34266;Niestetal
34270;Schauenburg
34277;Fuldabrück
34281;Gudensberg
34286;Spangenberg
34289;Zierenberg
34292;Ahnatal
34295;Edermünde
34298;Helsa
34302;Guxhagen
34305;Niedenstein
34308;Bad Emstal
34311;Naumburg
34314;Espenau
34317;Habichtswald
34320;Söhrewald
34323;Malsfeld
34326;Morschen
34327;Körle
34329;Nieste
34359;Reinhardshagen
34369;Hofgeismar
34376;Immenhausen
34379;Calden
34385;Bad Karlshafen
34388;Trendelburg
34393;Grebenstein
34396;Liebenau
34399;Oberweser
34454;Bad Arolsen
34466;Wolfhagen
34471;Volkmarsen
34474;Diemelstadt
34477;Twistetal
34479;Breuna
34497;Korbach
34508;Willingen (Upland)
34513;Waldeck
34516;Vöhl
34519;Diemelsee
34537;Bad Wildungen
34549;Edertal
34560;Fritzlar
34576;Homberg (Efze)
34582;Borken
34587;Felsberg
34590;Wabern
34593;Knüllwald
34596;Bad Zwesten
34599;Neuental
34613;Schwalmstadt
34621;Frielendorf
34626;Neukirchen
34628;Willingshausen
34630;Gilserberg
34632;Jesberg
34633;Ottrau
34637;Schrecksbach
34639;Schwarzenborn
35066;Frankenberg (Eder)
35088;Battenberg (Eder)
35099;Burgwald
35104;Lichtenfels
35108;Allendorf (Eder)
35110;Frankenau
35114;Haina (Kloster)
35116;Hatzfeld (Eder)
35119;Rosenthal
35285;Gemünden (Wohra)
36037;Fulda
36039;Fulda
36041;Fulda
36043;Fulda
36088;Hünfeld
36093;Künzell
36100;Petersberg
36103;Flieden
36115;Hilders
36119;Neuhof
36124;Eichenzell
36129;Gersfeld
36132;Eiterfeld
36137;Großenlüder
36142;Tann
36145;Hofbieber
36148;Kalbach
36151;Burghaun
36154;Hosenfeld
36157;Ebersburg
36160;Dipperz
36163;Poppenhausen
36166;Haunetal
36167;Nüsttal
36169;Rasdorf
36179;Bebra
36199;Rotenburg an der Fulda
36205;Sontra
36208;Wildeck
36211;Alheim
36214;Nentershausen
36217;Ronshausen
36219;Cornberg
36251;Bad Hersfeld
36266;Heringen (Werra)
36269;Philippsthal (Werra)
36272;Niederaula
36275;Kirchheim
36277;Schenklengsfeld
36280;Oberaula
36282;Hauneck
36284;Hohenroda
36286;Neuenstein
36287;Breitenbach am Herzberg
36289;Friedewald
36364;Bad Salzschlirf
37213;Witzenhausen
37214;Witzenhausen
37215;Witzenhausen
37216;Witzenhausen
37217;Witzenhausen
37218;Witzenhausen
37235;Hessisch Lichtenau
37242;Bad Sooden-Allendorf
37247;Großalmerode
37249;Neu-Eichenberg
37269;Eschwege
37276;Meinhard
37281;Wanfried
37284;Waldkappel
37287;Wehretal
37290;Meißner
37293;Herleshausen
37296;Ringgau
37297;Berkatal
37299;Weißenborn
59969;Bromskirchen
20038;Hamburg
20095;Hamburg Altstadt
20097;Hamburg Sankt Georg
20099;Hamburg Sankt Georg
20144;Hamburg Rotherbaum
20146;Hamburg Harvestehude
20148;Hamburg Rotherbaum
20149;Hamburg
20249;Hamburg Winterhude
20251;Hamburg Hoheluft-Ost
20253;Hamburg
20255;Hamburg Hoheluft-West
20257;Hamburg Altona-Nord
20259;Hamburg
20354;Hamburg Neustadt
20355;Hamburg Sankt Pauli
20357;Hamburg
20359;Hamburg Altona-Altstadt
20457;Hamburg Neustadt
20459;Hamburg Sankt Pauli
20535;Hamburg Borgfelde
20537;Hamburg Hamm-Süd
20539;Hamburg Kleiner Grasbrook
21029;Hamburg
21031;Hamburg Bergedorf
21033;Hamburg
21035;Hamburg Billwerder
21037;Hamburg
21039;Hamburg
21073;Hamburg Eißendorf
21075;Hamburg Hausbruch
21077;Hamburg
21079;Hamburg Langenbek
21107;Hamburg Steinwerder
21109;Hamburg Wilhelmsburg
21129;Hamburg Waltershof
21147;Hamburg
21149;Hamburg Neugraben-Fischbek
22041;Hamburg
22043;Hamburg Tonndorf
22045;Hamburg
22047;Hamburg Wandsbek
22049;Hamburg
22081;Hamburg Uhlenhorst
22083;Hamburg
22085;Hamburg Uhlenhorst
22087;Hamburg
22089;Hamburg Eilbek
22111;Hamburg Billbrook
22115;Hamburg Billstedt
22117;Hamburg
22119;Hamburg Billstedt
22143;Hamburg
22145;Hamburg
22147;Hamburg Rahlstedt
22149;Hamburg Tonndorf
22159;Hamburg Tonndorf
22175;Hamburg Bramfeld
22177;Hamburg
22179;Hamburg Bramfeld
22297;Hamburg
22299;Hamburg Winterhude
22301;Hamburg
22303;Hamburg Barmbek-Nord
22305;Hamburg
22307;Hamburg Barmbek-Nord
22309;Hamburg
22335;Hamburg Alsterdorf
22337;Hamburg
22339;Hamburg Hummelsbüttel
22359;Hamburg
22391;Hamburg Bramfeld
22393;Hamburg Bramfeld
22395;Hamburg Bergstedt
22397;Hamburg Duvenstedt
22399;Hamburg Poppenbüttel
22415;Hamburg Fuhlsbüttel
22417;Hamburg Hummelsbüttel
22419;Hamburg
22453;Hamburg Niendorf
22455;Hamburg
22457;Hamburg Niendorf
22459;Hamburg
22523;Hamburg
22525;Hamburg Eidelstedt
22527;Hamburg Stellingen
22529;Hamburg Eppendorf
22547;Hamburg Bahrenfeld
22549;Hamburg
22559;Hamburg Rissen
22587;Hamburg
22589;Hamburg Sülldorf
22605;Hamburg
22607;Hamburg Othmarschen
22609;Hamburg
22761;Hamburg Bahrenfeld
22763;Hamburg
22765;Hamburg Ottensen
22767;Hamburg
22769;Hamburg
27499;Hamburg Neuwerk
17033;Neubrandenburg
17034;Neubrandenburg
17036;Neubrandenburg
17039;Staven
17087;Altentreptow
17089;Burow
17091;Wildberg
17094;Groß Nemerow
17098;Friedland
17099;Eichhorst
17109;Demmin
17111;Beggerow
17121;Loitz
17126;Jarmen
17129;Plötz
17139;Schwinkendorf
17153;Ivenack
17154;Neukalen
17159;Wagun
17166;Dalkendorf
17168;Groß Wüstenfelde
17179;Gnoien
17192;Groß Gievitz
17194;Neu Gaarz
17207;Groß Kelle
17209;Minzow
17213;Grüssow
17214;Silz
17217;Lapitz
17219;Groß Flotow
17235;Neustrelitz
17237;Grünow
17248;Rechlin
17252;Schwarz
17255;Wustrow
17258;Feldberger Seenlandschaft
17259;Feldberger Seenlandschaft
17309;Polzow
17321;Glashütte
17322;Pampow
17328;Wollin
17329;Krackow
17335;Strasburg
17348;Neu Käbelich
17349;Kublank
17358;Torgelow-Holländerei
17367;Eggesin
17373;Ueckermünde
17375;Meiersberg
17379;Heinrichsruh
17389;Anklam
17390;Schmatzin
17391;Nerdin
17392;Boldekow
17398;Schwerinsburg
17406;Usedom
17419;Korswandt
17424;Heringsdorf
17429;Benz
17438;Wolgast
17440;Kröslin
17449;Trassenheide
17454;Zinnowitz
17459;Ückeritz
17489;Greifswald
17491;Greifswald
17493;Greifswald
17495;Züssow
17498;Mesekenhagen
17506;Kammin
17509;Hanshagen
18055;Rostock
18057;Rostock
18059;Rostock
18069;Lambrechtshagen
18106;Rostock
18107;Rostock
18109;Rostock
18119;Rostock
18146;Rostock
18147;Rostock
18181;Seeheilbad Graal-Müritz
18182;Rövershagen
18184;Klein Kussewitz
18190;Sanitz
18195;Selpin
18196;Damm
18198;Kritzmow
18209;Wittenbeck
18211;Admannshagen-Bargeshagen
18225;Kühlungsborn
18230;Bastorf
18231;Neubukow
18233;Ravensberg
